transaction_id,merchant_id,customer_id,amount,currency,payment_method,transaction_hour,day_of_week,customer_transaction_count,customer_avg_amount,merchant_avg_amount,amount_deviation,customer_age_days,failed_attempts,device_change,ip_change,country_change,velocity_1h,velocity_24h,previous_chargebacks,previous_fraud_events,checkout_duration,retry_count,subscription,transaction_status,is_fraud,payment_failure,failure_reason,subscription_status,customer_value,previous_successful_payments,recovery_attempts,recovered,recovery_action,recovery_amount
txn_00011629,merchant_00340,customer_017272,692.48,INR,upi,14,4,18,1053.63,1352.82,-0.3428,1407,1,0,0,0,0,3,0,0,81.68,0,0,captured,0,0,none,none,18965.28,17,0,0,none,0.0
txn_00011630,merchant_00392,customer_016166,627.82,INR,upi,10,3,15,1977.39,1411.27,-0.6825,953,0,0,0,0,0,1,0,0,26.41,0,0,captured,0,0,none,none,29660.82,15,0,0,none,0.0
txn_00011631,merchant_00515,customer_014716,98.58,INR,upi,18,6,15,635.41,918.13,-0.8449,27,0,0,0,0,1,2,0,0,35.54,3,0,captured,0,0,none,none,9531.11,13,0,0,none,0.0
txn_00011632,merchant_00161,customer_005524,3036.88,INR,upi,14,6,21,2875.86,1201.77,0.056,1834,0,0,0,0,1,8,0,0,28.88,0,1,captured,0,0,none,past_due,60393.01,21,0,0,none,0.0
txn_00011633,merchant_00195,customer_013534,632.09,INR,upi,17,0,19,749.14,651.2,-0.1563,673,0,0,0,0,2,3,0,0,11.18,0,0,failed,0,1,insufficient_funds,none,14233.74,19,3,1,retry_link,624.55
txn_00011634,merchant_00272,customer_003003,623.96,INR,upi,20,4,7,616.6,1267.0,0.0119,816,0,0,0,0,0,5,0,0,49.99,1,0,captured,0,0,none,none,4316.21,7,0,0,none,0.0
txn_00011635,merchant_00131,customer_005932,1184.01,INR,card,17,4,9,1031.18,1527.63,0.1482,828,0,0,0,0,0,3,0,0,67.52,0,1,captured,0,0,none,active,9280.66,9,0,0,none,0.0
txn_00011636,merchant_00217,customer_005101,325.18,USD,card,21,3,16,721.1,1139.03,-0.5491,788,0,0,0,0,0,5,0,0,58.13,0,1,captured,0,0,none,past_due,11537.65,15,0,0,none,0.0
txn_00011637,merchant_00227,customer_008737,296.32,INR,card,10,1,21,1206.72,1492.52,-0.7544,189,0,0,0,0,0,1,0,0,48.48,0,0,authorized,0,1,network_error,none,25341.02,21,0,1,card_update,291.76
txn_00011638,merchant_00204,customer_015755,337.23,INR,card,0,2,14,412.58,798.76,-0.1826,1831,1,0,0,0,1,7,0,0,63.15,0,0,captured,0,0,none,none,5776.1,13,0,0,none,0.0
txn_00011639,merchant_00266,customer_015532,1516.37,INR,upi,15,2,18,2236.39,2812.11,-0.322,1052,0,0,0,0,3,8,0,0,103.44,1,0,captured,0,0,none,none,40255.01,18,0,0,none,0.0
txn_00011640,merchant_00328,customer_016068,3640.52,INR,netbanking,12,3,31,1342.67,1779.69,1.7114,1359,1,0,0,0,1,3,0,0,63.76,0,0,captured,0,0,none,none,41622.85,30,0,0,none,0.0
txn_00011641,merchant_00452,customer_016854,535.22,INR,upi,16,4,7,1166.51,1029.88,-0.5412,1928,0,0,0,0,0,3,0,0,52.8,0,0,captured,0,0,none,none,8165.59,7,0,0,none,0.0
txn_00011642,merchant_00196,customer_000504,2025.53,INR,upi,11,6,19,1095.03,1441.35,0.8497,178,0,0,0,0,1,2,0,0,92.23,0,0,captured,0,0,none,none,20805.64,18,0,0,none,0.0
txn_00011643,merchant_00549,customer_017955,1986.91,INR,upi,3,0,16,4233.75,2705.13,-0.5307,1516,1,0,1,0,1,4,0,0,126.33,0,0,captured,0,0,none,none,67739.98,15,0,0,none,0.0
txn_00011644,merchant_00311,customer_015796,502.46,INR,netbanking,11,1,16,763.37,966.44,-0.3418,437,1,0,1,0,2,7,0,0,63.96,0,0,captured,0,0,none,none,12213.98,15,0,0,none,0.0
txn_00011645,merchant_00468,customer_013219,824.85,INR,upi,20,4,17,1429.08,2816.35,-0.4228,1510,1,0,0,0,0,6,0,0,81.76,0,1,captured,0,0,none,active,24294.36,16,0,0,none,0.0
txn_00011646,merchant_00074,customer_001449,150.95,INR,upi,18,2,19,448.05,1672.9,-0.6631,548,1,0,0,0,0,4,1,0,66.52,0,0,captured,0,0,none,none,8512.94,18,0,0,none,0.0
txn_00011647,merchant_00113,customer_013155,282.21,INR,wallet,14,6,20,598.81,549.63,-0.5287,1254,0,0,0,0,1,5,0,0,55.05,0,0,captured,0,0,none,none,11976.14,20,0,0,none,0.0
txn_00011648,merchant_00294,customer_012159,1251.43,INR,card,17,1,11,843.98,1142.71,0.4828,57,0,0,0,0,1,4,0,0,116.12,0,0,captured,0,0,none,none,9283.78,11,0,0,none,0.0
txn_00011649,merchant_00238,customer_001689,1590.04,INR,card,1,2,11,1245.08,2928.97,0.2771,828,1,0,1,1,0,3,0,0,11.54,1,1,captured,0,0,none,active,13695.88,10,0,0,none,0.0
txn_00011650,merchant_00322,customer_003633,945.48,INR,upi,11,4,11,757.06,775.35,0.2489,2027,0,0,0,0,1,3,0,0,33.68,0,0,captured,0,0,none,none,8327.62,11,0,0,none,0.0
txn_00011651,merchant_00102,customer_013527,286.68,INR,upi,23,1,8,297.25,466.42,-0.0356,1006,0,0,0,0,1,6,0,0,39.36,0,0,captured,0,0,none,none,2377.99,8,0,0,none,0.0
txn_00011652,merchant_00307,customer_003006,5374.89,INR,upi,4,3,14,3522.42,1995.66,0.5259,347,1,1,0,0,0,6,0,0,24.81,1,0,captured,0,0,none,none,49313.88,13,0,0,none,0.0
txn_00011653,merchant_00446,customer_006241,373.07,INR,upi,7,4,16,381.79,609.57,-0.0228,182,0,0,0,0,1,4,0,0,98.8,0,0,captured,0,0,none,none,6108.67,16,0,0,none,0.0
txn_00011654,merchant_00473,customer_010945,1645.27,INR,wallet,1,3,22,2053.7,886.05,-0.1989,1602,0,0,0,0,0,4,0,1,69.79,0,0,captured,0,0,none,none,45181.47,22,0,0,none,0.0
txn_00011655,merchant_00161,customer_015563,898.64,INR,upi,3,0,20,1097.79,1201.77,-0.1814,1110,0,0,0,0,2,7,0,0,74.94,2,0,captured,0,0,none,none,21955.86,19,0,0,none,0.0
txn_00011656,merchant_00223,customer_005120,199.39,USD,upi,12,6,19,1079.69,976.43,-0.8153,430,1,0,0,0,2,6,0,0,49.68,0,0,captured,0,0,none,none,20514.2,18,0,0,none,0.0
txn_00011657,merchant_00341,customer_000202,1268.65,INR,upi,9,2,11,1858.83,1374.63,-0.3175,300,0,0,0,0,0,4,0,0,30.8,0,0,captured,0,0,none,none,20447.15,11,0,0,none,0.0
txn_00011658,merchant_00336,customer_015322,1830.66,INR,card,9,2,19,2485.15,1924.88,-0.2634,1692,1,0,0,0,0,4,0,0,59.7,0,0,captured,0,0,none,none,47217.93,17,0,0,none,0.0
txn_00011659,merchant_00514,customer_016818,770.28,INR,upi,15,6,15,1218.39,1159.01,-0.3678,703,0,0,1,0,1,5,0,0,49.7,2,1,refunded,0,0,none,active,18275.88,13,0,0,none,0.0
txn_00011660,merchant_00253,customer_015379,225.25,INR,upi,11,1,17,468.42,989.98,-0.5191,2122,0,0,0,0,0,4,0,0,111.57,0,0,captured,0,0,none,none,7963.15,17,0,0,none,0.0
txn_00011661,merchant_00436,customer_008709,7720.51,INR,upi,10,2,17,5850.62,1379.14,0.3196,682,0,0,0,0,1,3,0,0,93.11,0,0,captured,0,0,none,none,99460.51,17,0,0,none,0.0
txn_00011662,merchant_00574,customer_012963,256.58,INR,netbanking,14,2,17,855.3,1669.65,-0.7,1817,0,0,0,0,2,3,0,0,90.65,0,1,captured,0,0,none,active,14540.07,16,0,0,none,0.0
txn_00011663,merchant_00193,customer_002303,1438.51,INR,card,19,1,14,1684.07,3400.27,-0.1458,191,1,0,0,0,2,5,0,0,43.74,0,0,captured,0,0,none,none,23576.96,12,0,0,none,0.0
txn_00011664,merchant_00534,customer_011471,1219.73,INR,card,13,6,10,1073.77,912.8,0.1359,663,0,1,1,0,2,6,0,0,50.56,1,0,captured,0,0,none,none,10737.68,10,0,0,none,0.0
txn_00011665,merchant_00216,customer_010817,1248.15,INR,card,15,0,9,3352.94,2050.04,-0.6277,379,1,0,0,0,1,5,0,0,20.73,0,0,authorized,0,1,insufficient_funds,none,30176.5,8,0,1,retry_link,1150.36
txn_00011666,merchant_00217,customer_011437,239.81,INR,netbanking,21,4,18,596.42,1139.03,-0.5979,568,0,0,0,0,0,3,0,0,60.38,1,0,captured,0,0,none,none,10735.52,18,0,0,none,0.0
txn_00011667,merchant_00424,customer_012456,2360.05,INR,upi,20,6,22,2634.92,1264.36,-0.1043,390,1,0,0,0,0,2,0,0,59.09,0,1,failed,0,1,authentication_failed,active,57968.19,21,1,0,support_outreach,0.0
txn_00011668,merchant_00404,customer_016010,270.38,INR,netbanking,9,5,24,548.01,1080.88,-0.5066,1183,0,0,0,0,0,4,0,0,17.43,0,0,captured,0,0,none,none,13152.2,23,0,0,none,0.0
txn_00011669,merchant_00357,customer_014036,2145.09,INR,upi,8,6,21,7040.72,4533.58,-0.6953,1780,0,0,1,0,1,2,0,0,46.26,0,0,captured,0,0,none,none,147855.2,21,0,0,none,0.0
txn_00011670,merchant_00150,customer_000660,1629.96,INR,wallet,11,3,14,1812.95,1572.11,-0.1009,1739,0,0,0,0,1,6,0,0,57.63,0,0,captured,0,0,none,none,25381.27,13,0,0,none,0.0
txn_00011671,merchant_00062,customer_012633,4908.13,INR,card,23,2,20,5612.05,1667.43,-0.1254,769,0,0,0,0,0,5,0,0,15.25,0,0,failed,0,1,bank_declined,none,112240.98,19,1,1,upi_reminder,4774.88
txn_00011672,merchant_00590,customer_013130,913.32,INR,netbanking,12,1,14,979.6,758.75,-0.0677,1582,0,0,0,0,2,3,0,0,17.79,1,0,failed,0,1,insufficient_funds,none,13714.35,13,1,0,support_outreach,0.0
txn_00011673,merchant_00568,customer_009960,3229.8,INR,card,11,5,21,1644.29,1319.51,0.9643,2168,1,0,0,0,0,3,0,0,21.2,0,0,captured,0,0,none,none,34530.09,20,0,0,none,0.0
txn_00011674,merchant_00576,customer_011228,2642.46,INR,upi,15,5,18,1592.79,1385.45,0.659,105,1,0,0,0,1,4,0,0,69.21,0,0,failed,0,1,insufficient_funds,none,28670.28,15,0,1,card_update,2256.7
txn_00011675,merchant_00333,customer_001474,720.17,INR,card,22,2,30,1292.36,707.04,-0.4427,67,0,0,0,0,0,2,0,0,73.63,0,1,captured,0,0,none,active,38770.92,30,0,0,none,0.0
txn_00011676,merchant_00574,customer_004710,588.01,INR,upi,11,5,8,1084.36,1669.65,-0.4577,658,0,0,0,0,0,2,0,0,40.63,0,0,captured,0,0,none,none,8674.9,8,0,0,none,0.0
txn_00011677,merchant_00307,customer_015532,808.03,INR,card,22,0,19,1721.42,1995.66,-0.5306,1612,1,0,0,0,1,6,0,1,39.12,0,1,captured,0,0,none,past_due,32707.01,17,0,0,none,0.0
txn_00011678,merchant_00049,customer_000041,1514.73,INR,upi,19,2,12,1039.66,854.0,0.457,999,0,0,0,0,2,8,0,0,135.42,1,0,captured,0,0,none,none,12475.87,11,0,0,none,0.0
txn_00011679,merchant_00128,customer_017701,2551.58,INR,netbanking,12,2,25,1886.66,860.17,0.3524,1905,1,0,0,0,1,4,0,0,86.32,0,0,captured,0,0,none,none,47166.61,23,0,0,none,0.0
txn_00011680,merchant_00177,customer_004007,1189.69,INR,upi,17,0,21,888.27,710.72,0.3393,259,0,0,0,0,3,6,0,0,90.8,0,0,captured,0,0,none,none,18653.57,20,0,0,none,0.0
txn_00011681,merchant_00245,customer_014004,1143.87,INR,card,0,5,11,827.72,1698.48,0.382,238,0,0,0,0,0,2,0,0,26.73,2,0,captured,0,0,none,none,9104.89,11,0,0,none,0.0
txn_00011682,merchant_00610,customer_003956,1617.37,INR,netbanking,11,5,19,1220.41,787.28,0.3253,1067,1,0,0,0,2,8,0,0,44.94,0,0,captured,0,0,none,none,23187.86,18,0,0,none,0.0
txn_00011683,merchant_00216,customer_000625,2664.4,INR,card,14,2,5,2653.13,2050.04,0.0042,987,0,0,0,0,2,4,1,0,42.81,0,0,captured,0,0,none,none,13265.63,5,0,0,none,0.0
txn_00011684,merchant_00398,customer_010883,3602.75,INR,upi,4,5,17,962.21,826.74,2.7442,105,0,0,0,0,1,4,0,0,23.09,0,0,captured,0,0,none,none,16357.62,16,0,0,none,0.0
txn_00011685,merchant_00175,customer_013602,1367.6,INR,card,3,0,24,2054.81,1663.17,-0.3344,2003,0,0,0,1,2,3,0,0,127.38,1,1,captured,0,0,none,active,49315.39,24,0,0,none,0.0
txn_00011686,merchant_00418,customer_001535,647.14,INR,upi,9,3,20,1198.12,1507.67,-0.4599,1563,2,1,0,0,1,5,0,0,150.54,1,0,captured,0,0,none,none,23962.35,18,0,0,none,0.0
txn_00011687,merchant_00368,customer_004853,336.07,INR,upi,20,2,19,1143.06,869.78,-0.706,1852,1,0,0,0,1,2,0,0,16.56,0,0,captured,0,0,none,none,21718.06,18,0,0,none,0.0
txn_00011688,merchant_00097,customer_005480,249.09,INR,netbanking,14,1,30,304.27,647.41,-0.1813,499,0,0,0,0,1,4,0,0,20.03,1,0,captured,0,0,none,none,9128.0,29,0,0,none,0.0
txn_00011689,merchant_00300,customer_017317,1506.57,INR,wallet,17,2,20,2256.62,1225.31,-0.3324,1297,1,0,0,0,0,3,0,0,34.13,0,0,captured,0,0,none,none,45132.4,18,0,0,none,0.0
txn_00011690,merchant_00068,customer_005583,7537.28,INR,card,13,2,17,4813.76,1509.87,0.5658,162,1,0,0,0,0,4,0,0,8.97,1,0,captured,0,0,none,none,81833.97,16,0,0,none,0.0
txn_00011691,merchant_00577,customer_001143,2878.57,INR,wallet,8,0,7,6774.17,2757.28,-0.5751,2185,0,0,0,0,0,4,0,0,9.45,1,0,captured,0,0,none,none,47419.17,7,0,0,none,0.0
txn_00011692,merchant_00457,customer_017732,2555.08,INR,netbanking,16,1,11,1335.49,1653.23,0.9132,1571,0,0,0,0,0,5,0,0,23.18,0,0,captured,0,0,none,none,14690.35,11,0,0,none,0.0
txn_00011693,merchant_00611,customer_001660,966.61,INR,upi,21,3,13,817.05,546.79,0.183,1192,0,0,1,1,2,4,1,0,35.88,2,0,captured,0,0,none,none,10621.67,13,0,0,none,0.0
txn_00011694,merchant_00569,customer_008771,643.44,INR,upi,18,1,19,1324.94,775.86,-0.5144,623,0,0,0,0,1,4,0,0,30.11,0,1,captured,0,0,none,active,25173.91,18,0,0,none,0.0
txn_00011695,merchant_00142,customer_003264,2471.14,INR,upi,18,2,16,1664.44,1145.87,0.4847,461,0,0,0,0,1,2,0,0,40.27,1,0,captured,0,0,none,none,26631.04,15,0,0,none,0.0
txn_00011696,merchant_00459,customer_004542,1569.85,INR,upi,18,6,19,593.98,823.87,1.6429,9,1,0,0,0,0,2,0,0,47.31,2,1,failed,0,1,insufficient_funds,active,11285.68,17,0,0,support_outreach,0.0
txn_00011697,merchant_00065,customer_013556,360.55,INR,upi,14,6,12,792.64,985.22,-0.5451,69,0,0,0,0,0,3,0,0,39.1,2,0,captured,0,0,none,none,9511.72,12,0,0,none,0.0
txn_00011698,merchant_00624,customer_002448,857.73,INR,upi,21,4,15,366.4,592.34,1.341,1997,0,0,0,0,0,5,0,0,28.72,1,0,captured,0,0,none,none,5495.94,15,0,0,none,0.0
txn_00011699,merchant_00510,customer_011725,1466.36,INR,card,15,3,25,1183.83,1719.42,0.2387,1189,1,0,0,0,0,0,0,0,155.22,0,0,failed,0,1,bank_declined,none,29595.63,24,1,0,card_update,0.0
txn_00011700,merchant_00442,customer_010193,6432.51,INR,card,15,0,13,2944.04,989.3,1.1849,590,1,0,0,0,2,7,0,0,29.96,0,1,captured,0,0,none,active,38272.54,12,0,0,none,0.0
txn_00011701,merchant_00646,customer_013090,2384.09,INR,upi,16,6,8,2524.69,2450.13,-0.0557,405,0,0,0,0,0,3,0,0,199.52,1,0,captured,0,0,none,none,20197.56,8,0,0,none,0.0
txn_00011702,merchant_00550,customer_002880,377.9,INR,upi,18,5,15,507.76,832.73,-0.2557,1584,1,0,0,0,2,3,0,0,139.8,0,0,captured,0,0,none,none,7616.37,14,0,0,none,0.0
txn_00011703,merchant_00561,customer_006369,3636.75,INR,card,14,2,20,2528.81,1780.77,0.4381,2114,0,0,0,0,2,7,0,0,84.45,0,0,failed,0,1,insufficient_funds,none,50576.25,20,1,1,card_update,3220.5
txn_00011704,merchant_00065,customer_000063,1281.64,INR,card,23,0,25,2664.82,985.22,-0.5191,1427,0,0,0,0,1,2,0,0,9.63,0,0,authorized,0,1,bank_declined,none,66620.42,24,1,0,retry_link,0.0
txn_00011705,merchant_00015,customer_015832,1805.91,INR,netbanking,16,4,16,1583.54,1199.55,0.1404,314,1,0,0,0,0,8,0,0,91.36,1,0,captured,0,0,none,none,25336.68,15,0,0,none,0.0
txn_00011706,merchant_00624,customer_017802,509.37,INR,upi,10,6,17,626.75,592.34,-0.1873,660,0,0,0,0,0,4,0,0,57.59,0,0,captured,0,0,none,none,10654.78,17,0,0,none,0.0
txn_00011707,merchant_00163,customer_008032,155.6,INR,card,9,1,5,301.97,1225.0,-0.4847,1748,0,0,0,0,0,6,0,0,85.89,1,1,captured,0,0,none,active,1509.86,5,0,0,none,0.0
txn_00011708,merchant_00277,customer_009536,160.65,INR,upi,17,5,17,678.1,1018.16,-0.7631,816,1,0,0,0,1,6,0,0,123.37,1,0,captured,0,0,none,none,11527.67,16,0,0,none,0.0
txn_00011709,merchant_00028,customer_002414,530.62,INR,wallet,7,0,13,1346.55,1086.31,-0.6059,185,3,0,1,0,0,2,0,0,114.64,0,0,captured,0,0,none,none,17505.2,10,0,0,none,0.0
txn_00011710,merchant_00404,customer_015770,1653.12,INR,wallet,19,4,14,2788.46,1080.88,-0.4072,1818,1,0,0,0,1,3,0,0,26.19,2,1,captured,0,0,none,active,39038.46,11,0,0,none,0.0
txn_00011711,merchant_00533,customer_013814,2612.39,INR,upi,18,6,15,1839.58,1905.48,0.4201,691,0,0,0,0,2,7,0,0,53.35,0,0,captured,0,0,none,none,27593.66,14,0,0,none,0.0
txn_00011712,merchant_00547,customer_002067,444.19,INR,upi,2,4,30,1027.72,623.99,-0.5678,2183,0,0,0,0,2,5,1,0,21.63,2,1,captured,0,0,none,active,30831.59,29,0,0,none,0.0
txn_00011713,merchant_00377,customer_009531,998.94,INR,upi,21,3,14,1547.91,1215.6,-0.3547,669,0,0,0,0,2,4,1,0,29.16,0,0,captured,0,0,none,none,21670.69,13,0,0,none,0.0
txn_00011714,merchant_00429,customer_003090,154.78,INR,upi,12,5,12,818.88,888.8,-0.811,855,0,0,0,0,0,7,0,0,53.78,0,0,captured,0,0,none,none,9826.53,11,0,0,none,0.0
txn_00011715,merchant_00333,customer_010681,322.65,INR,card,17,6,18,457.8,707.04,-0.2952,394,0,1,0,0,1,3,0,0,51.48,1,0,captured,0,0,none,none,8240.34,18,0,0,none,0.0
txn_00011716,merchant_00289,customer_011822,147.82,INR,upi,21,2,18,684.03,643.78,-0.7839,1672,1,0,0,0,0,0,0,0,8.01,0,0,captured,0,0,none,none,12312.5,17,0,0,none,0.0
txn_00011717,merchant_00360,customer_006932,7670.04,INR,upi,19,0,21,3882.94,1186.16,0.9753,1086,2,1,0,0,1,5,0,0,42.55,0,0,captured,0,0,none,none,81541.65,18,0,0,none,0.0
txn_00011718,merchant_00608,customer_007948,327.13,INR,upi,0,5,18,407.11,1358.59,-0.1965,1143,1,0,1,0,2,3,0,0,52.31,1,0,captured,0,0,none,none,7328.03,15,0,0,none,0.0
txn_00011719,merchant_00164,customer_012792,1153.52,INR,netbanking,18,6,24,802.54,922.25,0.4373,1896,0,0,0,0,1,6,0,0,35.08,0,0,captured,0,0,none,none,19260.88,23,0,0,none,0.0
txn_00011720,merchant_00305,customer_002806,228.48,INR,upi,15,1,16,370.66,434.11,-0.3836,2010,0,1,0,0,3,8,0,0,66.17,0,0,captured,0,0,none,none,5930.54,15,0,0,none,0.0
txn_00011721,merchant_00391,customer_000640,2687.72,USD,upi,9,4,23,1043.61,1305.72,1.5754,1612,1,0,0,0,0,3,0,0,65.41,0,0,captured,0,0,none,none,24002.95,21,0,0,none,0.0
txn_00011722,merchant_00370,customer_007498,275.08,INR,upi,17,4,11,1015.96,620.96,-0.7292,42,0,0,0,0,0,5,0,0,74.45,1,0,captured,0,0,none,none,11175.56,10,0,0,none,0.0
txn_00011723,merchant_00019,customer_008841,1581.82,INR,upi,17,0,14,824.77,586.92,0.9179,1195,1,0,0,0,5,8,0,0,98.99,0,0,captured,0,0,none,none,11546.8,13,0,0,none,0.0
txn_00011724,merchant_00186,customer_005153,1331.06,INR,upi,16,2,11,1409.06,1467.11,-0.0554,1247,1,0,0,1,1,3,0,0,29.8,0,0,captured,0,0,none,none,15499.67,10,0,0,none,0.0
txn_00011725,merchant_00419,customer_007688,1457.68,INR,netbanking,18,4,18,1523.7,1563.16,-0.0433,793,0,0,0,0,0,1,0,0,31.88,2,0,captured,0,0,none,none,27426.55,17,0,0,none,0.0
txn_00011726,merchant_00451,customer_001842,805.1,INR,emi,15,4,6,1644.52,1256.02,-0.5104,148,0,1,0,0,1,3,0,0,29.4,0,0,captured,0,0,none,none,9867.09,6,0,0,none,0.0
txn_00011727,merchant_00477,customer_013436,4678.19,INR,upi,15,0,19,4493.75,2624.43,0.041,871,0,0,0,0,0,5,0,0,106.36,0,0,refunded,0,0,none,none,85381.31,19,0,0,none,0.0
txn_00011728,merchant_00644,customer_013796,1974.89,INR,upi,5,0,20,1015.53,453.48,0.9447,718,0,0,1,0,0,2,0,0,127.91,0,0,captured,0,0,none,none,20310.66,19,0,0,none,0.0
txn_00011729,merchant_00437,customer_004785,403.35,INR,upi,9,1,9,996.12,973.11,-0.5951,955,1,0,0,0,1,4,0,0,31.69,0,1,captured,0,0,none,active,8965.07,8,0,0,none,0.0
txn_00011730,merchant_00376,customer_011732,223.15,INR,upi,12,3,22,642.21,1481.75,-0.6525,797,0,0,0,0,0,1,0,0,40.04,0,0,captured,0,0,none,none,14128.64,22,0,0,none,0.0
txn_00011731,merchant_00215,customer_004206,2654.25,INR,netbanking,17,3,13,1092.23,662.92,1.4301,1074,0,0,0,0,4,6,0,0,46.02,0,0,captured,0,0,none,none,14198.94,13,0,0,none,0.0
txn_00011732,merchant_00240,customer_007114,639.32,INR,card,10,2,10,724.62,756.38,-0.1177,698,0,0,0,0,2,4,0,0,19.61,1,0,captured,0,0,none,none,7246.16,10,0,0,none,0.0
txn_00011733,merchant_00537,customer_005756,400.63,INR,upi,14,6,9,1568.04,1012.27,-0.7445,1908,0,0,0,0,2,2,0,0,19.4,0,0,captured,0,0,none,none,14112.32,8,0,0,none,0.0
txn_00011734,merchant_00304,customer_017475,2769.89,INR,upi,20,0,11,5933.93,1464.71,-0.5332,218,0,0,1,0,0,2,0,0,81.32,0,0,captured,0,0,none,none,65273.2,11,0,0,none,0.0
txn_00011735,merchant_00465,customer_008649,420.58,INR,upi,20,0,18,830.93,835.37,-0.4938,1160,1,0,0,1,3,9,0,0,24.49,0,0,captured,0,0,none,none,14956.7,16,0,0,none,0.0
txn_00011736,merchant_00080,customer_011392,787.22,INR,upi,11,1,14,750.98,800.79,0.0483,1998,0,0,0,0,0,3,0,0,67.19,0,0,captured,0,0,none,none,10513.68,14,0,0,none,0.0
txn_00011737,merchant_00083,customer_003777,175.85,INR,card,10,5,6,435.43,779.76,-0.5961,51,0,0,0,0,0,6,0,0,60.37,0,0,captured,0,0,none,none,2612.58,6,0,0,none,0.0
txn_00011738,merchant_00140,customer_016692,3032.5,INR,card,18,0,12,2573.42,1023.65,0.1784,1928,0,0,0,0,0,2,0,0,19.56,1,0,captured,0,0,none,none,30881.0,11,0,0,none,0.0
txn_00011739,merchant_00126,customer_012315,405.62,INR,upi,15,2,6,264.33,982.15,0.5345,875,1,0,0,0,1,4,0,0,63.32,2,1,captured,0,0,none,active,1585.97,5,0,0,none,0.0
txn_00011740,merchant_00394,customer_001904,420.86,INR,upi,8,4,11,342.76,324.85,0.2278,1745,0,0,0,0,1,10,1,0,74.78,0,0,captured,0,0,none,none,3770.41,10,0,0,none,0.0
txn_00011741,merchant_00414,customer_005969,1427.92,INR,netbanking,22,3,16,1415.68,866.33,0.0086,1007,0,1,0,0,0,3,0,0,45.92,0,1,captured,0,0,none,active,22650.91,15,0,0,none,0.0
txn_00011742,merchant_00362,customer_009105,1410.1,INR,card,17,0,15,979.78,1054.77,0.4392,533,0,1,1,0,4,10,0,0,98.27,0,0,captured,0,0,none,none,14696.76,15,0,0,none,0.0
txn_00011743,merchant_00188,customer_007587,1068.08,INR,upi,19,5,14,1444.78,2863.09,-0.2607,1302,0,0,0,0,2,4,0,0,115.54,0,0,captured,0,0,none,none,20226.88,12,0,0,none,0.0
txn_00011744,merchant_00374,customer_014413,261.7,INR,card,6,2,18,246.77,508.41,0.0605,696,0,0,0,0,1,4,0,0,12.31,0,0,captured,0,0,none,none,4441.87,18,0,0,none,0.0
txn_00011745,merchant_00077,customer_010036,253.27,INR,netbanking,8,1,14,441.75,509.45,-0.4267,1317,1,0,0,0,0,5,0,0,76.6,2,0,captured,0,0,none,none,6184.47,13,0,0,none,0.0
txn_00011746,merchant_00307,customer_010029,635.65,INR,upi,10,1,5,2818.12,1995.66,-0.7744,833,0,0,0,0,0,5,0,0,76.27,0,0,captured,0,0,none,none,14090.62,5,0,0,none,0.0
txn_00011747,merchant_00100,customer_006783,882.61,INR,netbanking,12,5,21,1127.76,994.09,-0.2174,0,0,0,0,0,0,2,0,0,19.35,0,0,captured,0,0,none,none,23682.97,21,0,0,none,0.0
txn_00011748,merchant_00049,customer_015196,706.19,INR,netbanking,12,5,11,557.73,854.0,0.2662,1935,0,0,0,0,1,2,0,0,93.78,0,0,refunded,0,0,none,none,6135.0,8,0,0,none,0.0
txn_00011749,merchant_00107,customer_012622,4330.37,INR,upi,22,6,10,3153.58,1712.01,0.3732,1812,0,1,0,0,0,2,1,0,62.69,0,0,captured,0,0,none,none,31535.82,10,0,0,none,0.0
txn_00011750,merchant_00072,customer_012705,1962.11,INR,wallet,12,5,19,1312.84,744.33,0.4946,714,0,0,0,0,1,5,0,0,110.28,0,0,captured,0,0,none,none,24943.93,19,0,0,none,0.0
txn_00011751,merchant_00310,customer_011811,373.43,INR,upi,23,4,17,1215.26,1870.64,-0.6927,1354,0,0,0,0,2,9,0,0,48.72,1,0,captured,0,0,none,none,20659.48,16,0,0,none,0.0
txn_00011752,merchant_00354,customer_011969,1011.27,INR,upi,8,6,12,717.58,1276.12,0.4093,1508,0,0,0,0,0,2,0,0,18.7,0,0,captured,0,0,none,none,8610.96,10,0,0,none,0.0
txn_00011753,merchant_00394,customer_013623,1657.4,INR,card,19,2,12,550.75,324.85,2.0093,1632,0,0,0,0,1,3,0,0,75.02,0,0,captured,0,0,none,none,6609.02,12,0,0,none,0.0
txn_00011754,merchant_00285,customer_004212,456.88,INR,upi,8,0,13,844.91,977.17,-0.4593,1709,0,0,0,0,1,4,0,0,78.84,0,0,captured,0,0,none,none,10983.78,12,0,0,none,0.0
txn_00011755,merchant_00114,customer_009414,424.87,INR,upi,12,0,12,759.9,659.49,-0.4409,2093,1,0,0,0,2,9,0,0,196.94,2,0,captured,0,0,none,none,9118.75,11,0,0,none,0.0
txn_00011756,merchant_00013,customer_002362,4490.58,INR,card,7,4,12,1682.47,1011.74,1.669,1280,0,0,0,0,0,2,0,0,42.34,0,0,captured,0,0,none,none,20189.64,12,0,0,none,0.0
txn_00011757,merchant_00463,customer_006613,1938.49,INR,card,15,4,10,1573.64,3808.7,0.2319,1436,0,0,0,0,0,4,0,0,16.45,0,0,captured,0,0,none,none,15736.4,10,0,0,none,0.0
